ORNEK_NO,old_id,new_id,BOLGE_ADI,MUDURLUK_ADI,SEFLIK_ADI,NAD_X,NAD_Y,PLANDAKI_MESCERE_TIPI,AKTUEL_MES_TIP,BONITET,BOLME_NO,EGIM,BAKI,RAKIM,UTM_X,UTM_Y,IL_ADI,ILCE_ADI,IKLIM_TIPI,ORIJIN,ISLETME_SEKLI,KARISIM_SEKLI,KAPALILIK_DURUMU,LOKAL_KONUM,ONCEKI_ARAZI,MEVCUT_ARAZI,STATU_VE_TESCIL,STATUSU,TKGM_2021_,TAPUCINSAC,PARSEL_TUR,ARAZI_KUL,ISLETME_DURUMU,ORMAN_FORMU,MULKIYET,KATLILIK_DURUMU,GELISIM_CAGI,KORUMA_AMACLI_ONLEM,KORUMA_AMACLI_ONLEM_SEKLI,İŞLETME_AMAÇLARI,DOGAL_GENCLIK,DAGILIM,DIGER_VEJETASYON_TURU,DIGER_VEJETASYON_TIPI,YUZEYSEL_TASLIK,DIS_TOPRAK,DIS_TOPRAK_ORTULU,DIS_TOPRAK_CIPLAK_DURUMU,OLU_ORTU_TIPI,OLU_ORTU_TIPI_ESAS_TUR_KARISIMI,OLU_ORTU_KALINLIGI_MUL,OLU_ORTU_KALINLIGI_HUMUS,OLU_ORTU_CURUNTULU_MUL,ENVANTER_EKIBI,ENVANTER_TARIHI,YIL,BLOK,INTERSEPSIYON,TRANSPIRASYON,EVAPORASYON,KAYIP,VERIM,ORT_YAGIS,ORT_SICAKLIK
923380,,,İSTANBUL,EDİRNE,EDİRNE,26.946975,41.875008,ÇkMla0,ÇkMla0,1,364,30,Batı,268,495600,4635900,Edirne,Süloğlu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Bilinmiyor,Orman,Statülü,Muhafaza Ormanı,Orman,ORMAN,1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,Muhafaza Ormanı,Yok,Yok,,Yok,20,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı + İbreli Karışık,2,,1,ERGİN ÇAĞATAY ÇANKAYA,01-08-2022,2022,2,45.99,48.51,110.25,204.75,425.25,630,12.4
923382,,,İSTANBUL,EDİRNE,EDİRNE,26.946997,41.847987,ÇkMlab3,ÇkMlab3,1,370,7,Kuzey Doğu,210,495600,4632900,Edirne,Süloğlu,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+IBRELI,Boşluklu Kapalı,Orta Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,İki Katlı,B,Koruma Amaçlı Önlem Yok,,Muhafaza Ormanı,Yok,Yok,,Yok,10,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,1,,2,ERGİN ÇAĞATAY ÇANKAYA,04-08-2023,2023,3,24.375,25.625,109.375,159.375,465.625,625,12.6
923648,56765,923648,İSTANBUL,TEKİRDAĞ,MALKARA,26.98341172,40.76706749,MzMlab1,MzMlab1,5,264,25,Doğu,273,498600,4512900,Tekirdağ,Malkara,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,İki Katlı,B,2,,Toprak Koruma,Yok,,,,10,,Yabanlaşmış,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,10-08-2020,2020,5,27.729,29.151,124.425,181.305,529.695,711,12.8
923964,,,İSTANBUL,KIRKLARELİ,TOPÇUKAYA ,27.019306,41.95608,ÇkSa,ÇkSa,3,148,60,Güney Doğu,327,501600,4644900,Kırklareli,Kofçaz,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Alt Yamaç,Mera/Çayır,Mera/Çayır,Statüsüz,,Orman,Orman,1,İSKAN,Yok,Açıklık Alan,Devlet Ormanı,Yok,A,Koruma Amaçlı Önlem Yok,,Kaliteli ve Özellikli Odun Üretimi,Yok,,,Yok,35,Örtülü,Yabanlaşmış,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,04-08-2023,2023,3,24.687,25.953,110.775,161.415,471.585,633,12.3
923966,61542,923966,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.01929814,41.9290594,Çkbc1,Çkbc1,3,16,12,Güney Doğu,332,501600,4641900,Kırklareli,Kofçaz,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Gevşek Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman,BAKACAK SERİSİ KARAHAMZA DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,En Yüksek Miktarda Yapacak Odun Üretimi,Yok,,,,5,,Ölü Örtü Kaplı,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,24-08-2019,2019,4,46.209,48.741,110.775,205.725,427.275,633,12.3
923972,,,İSTANBUL,KIRKLARELİ,KAYALI,27.019274,41.847998,Mc/Sa,Mc/Sa,3,487,1,Düzlük,321,501600,4632900,Kırklareli,Merkez,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Taban,Bilinmiyor,Orman,Statüsüz,,Orman,BAKACAK SERİSİ KARAHAMZA DEVLET ORMANI,1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,K,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Heterojen,,Yok,5,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Saf Yapraklı,3,,1,ERGİN ÇAĞATAY ÇANKAYA,01-08-2022,2022,2,24.687,25.953,110.775,161.415,471.585,633,12.4
924388,66887,924388,İSTANBUL,KIRKLARELİ,TOPÇUKAYA ,27.05559961,42.06414765,Z,Z,0,36,2,Düzlük,480,504600,4656900,Kırklareli,Kofçaz,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI,Boşluklu Kapalı,Tepe,Ziraat,Ziraat,Statüsüz,,,,,,İşletilmeyen ,Aynıyaşlı Maktalı,Özel Orman,Tek Katlı,,Koruma Amaçlı Önlem Yok,,Tarım arazisi ,Yok,,,Yok,,Örtülü,Ölü Örtü Kaplı,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,13-12-2021,2021,1,25.701,27.019,115.325,168.045,490.955,659,11.4
924396,,,İSTANBUL,KIRKLARELİ,KAYALI,27.055459,41.902027,Z,Z,0,27,5,Kuzey Doğu,272,504600,4638900,Kırklareli,Merkez,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Alt Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman Degil, ,2,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,,Koruma Amaçlı Önlem Yok,,Tarım arazisi ,Yok,,,Yok,2,Örtülü,Yabanlaşmış,,Çürüntülü Yaprak,Saf Yapraklı,2,,2,ERGİN ÇAĞATAY ÇANKAYA,01-08-2022,2022,2,24.414,25.666,109.55,159.63,466.37,626,12.5
924402,66967,924402,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.05541205,41.84798607,BÇkM,BÇkM,0,121,14,Batı,310,504600,4632900,Kırklareli,Merkez,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+YAPRAKLI,Gevşek Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman,Devlet Ormanı,1,ORMAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,Çok Katlı,,2,,Su Kaynaklarını Koruma,Yok,,,,10,,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,,3,,ERGİN ÇAĞATAY ÇANKAYA,24-08-2019,2019,4,45.698,48.202,109.55,203.45,422.55,626,12.6
924486,67177,924486,İSTANBUL,TEKİRDAĞ,MALKARA,27.05492934,41.28052308,Z,Z,0,753,8,Düzlük,90,504600,4569900,Tekirdağ,Hayrabolu,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,Bilinmiyor,Bilinmiyor,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,,-1,,Kadastro Dışı Ağaçlık Alan ,Yok,,,,,,Yok,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,05-08-2020,2020,5,24.804,26.076,111.3,162.18,473.82,636,13.7
924490,67187,924490,İSTANBUL,TEKİRDAĞ,MALKARA,27.0549067,41.25349963,Z,Z,0,753,10,Kuzey Doğu,101,504600,4566900,Tekirdağ,Hayrabolu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI,Gevşek Kapalı,Taban,Sulak Alan,Diğer,Statüsüz,,,,,,İşletilmeyen ,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,,Koruma Amaçlı Önlem Yok,,Kadastro Dışı Ağaçlık Alan ,Yok,,böğürtlen,Bataklık Vejetasyonu,,Örtülü,Yabanlaşmış,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,18-12-2021,2021,1,24.804,26.076,111.3,162.18,473.82,636,13.7
925153,77829,925153,İSTANBUL,KIRKLARELİ,KOFÇAZ,27.12812072,42.0640896,Çkc3,Çkc3,2,20,14,Güney Doğu,556,510600,4656900,Kırklareli,Kofçaz,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Orta Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman,ORMAN,,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,C,2,,Kaliteli ve Özellikli Odun Üretimi,Orta,Heterojen,,Yok,5,,Ölü Örtü Kaplı,,Mul,Yapraklı + İbreli Karışık,,6,,ERGİN ÇAĞATAY ÇANKAYA,27-08-2020,2020,5,49.859,52.591,119.525,221.975,461.025,683,10.7
925159,,,İSTANBUL,KIRKLARELİ,TOPÇUKAYA ,27.127958,41.98303,BMGn,BMGn,0,131,4,Düzlük,531,510600,4647900,Kırklareli,Kofçaz,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Üst Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,ZİRAAT,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,,Koruma Amaçlı Önlem Yok,,Kaliteli ve Özellikli Odun Üretimi,Az,Heterojen,,Yok,4,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Saf Yapraklı,0.8,,2,ERGİN ÇAĞATAY ÇANKAYA,06-08-2023,2023,3,49.786,52.514,119.35,221.65,460.35,682,10.9
925167,,,İSTANBUL,TEKİRDAĞ,MALKARA,27.125903,40.929153,Me,Me,0,709,45,Güney,262,510600,4530900,Tekirdağ,Malkara,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Orta Yamaç,Mera/Çayır,Mera/Çayır,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Devlet Ormanı,Yok,,Koruma Amaçlı Önlem Yok,,Kadastro Dışı Ağaçlık Alan ,Yok,,,Yok,10,Örtülü,Yeşillenmiş,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,17-08-2022,2022,2,26.364,27.716,118.3,172.38,503.62,676,13.2
925169,,,İSTANBUL,TEKİRDAĞ,KUŞTEPE,27.125852,40.902127,MzGna3,MzGna3,4,714,4,Kuzey Doğu,190,510600,4527900,Tekirdağ,Malkara,Karadeniz kiyi ardi iliman iklim kusagi,Tohum+Sürgün ,Koru,IBRELI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman Degil, ,,ORMAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,İki Katlı,A,Koruma Amaçlı Önlem Yok,,Sosyal Baskılı Alanlar,Yok,,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı + İbreli Karışık,0.5,,2,ERGİN ÇAĞATAY ÇANKAYA,30-07-2023,2023,3,50.297,53.053,120.575,223.925,465.075,689,13
925173,78279,925173,İSTANBUL,TEKİRDAĞ,MALKARA,27.12574982,40.84807701,Z,Z,0,90,12,Güney,172,510600,4521900,Tekirdağ,Malkara,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Alt Yamaç,Ziraat,Ziraat,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,,-1,,Kadastro Dışı Ağaçlık Alan ,Yok,,,,,,Yok,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,06-08-2019,2019,4,27.066,28.454,121.45,176.97,517.03,694,13
925179,,,İSTANBUL,TEKİRDAĞ,ŞARKÖY,27.125597,40.767,Çkbc3,Çkbc3,4,36,20,Kuzey Batı,263,510600,4512900,Tekirdağ,Şarköy,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Üst Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,Orman,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Heterojen,,Yok,,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı + İbreli Karışık,3,,2,ERGİN ÇAĞATAY ÇANKAYA,24-07-2023,2023,3,51.611,54.439,123.725,229.775,477.225,707,12.9
925183,78329,925183,İSTANBUL,TEKİRDAĞ,ŞARKÖY,27.12549525,40.71294859,MzMla3,MzMla3,4,236,31,Kuzey Doğu,244,510600,4506900,Tekirdağ,Şarköy,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman,Orman,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,A,2,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Heterojen,,Yok,10,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,,,,ERGİN ÇAĞATAY ÇANKAYA,10-08-2020,2020,5,53.363,56.287,127.925,237.575,493.425,731,12.3
925187,,,İSTANBUL,TEKİRDAĞ,ŞARKÖY,27.125394,40.658896,BMkr,BMkr,0,499,40,Batı,307,510600,4500900,Tekirdağ,Şarköy,Akdeniz kiyi kusagi,Açıklık Alan,Koru,Açıklık Alan,Boşluklu Kapalı,Üst Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Maki,Devlet Ormanı,Yok,,Koruma Amaçlı Önlem Yok,,Toprak Koruma,Yok,,,Yok,5,Çıplak,,Sertleşmiş,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,17-08-2022,2022,2,27.768,29.192,124.6,181.56,530.44,712,13.4
925607,83692,925607,İSTANBUL,TEKİRDAĞ,ŞARKÖY,27.1610778,40.73993041,Mza3,Mza3,4,153,45,Batı,420,513600,4509900,Tekirdağ,Şarköy,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Üst Yamaç,Orman,Orman,Statüsüz,,Orman,Orman,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Heterojen,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Çürüntü Mul,Yapraklı Karışık,3,,2,ERGİN ÇAĞATAY ÇANKAYA,06-01-2022,2021,1,53.363,56.287,127.925,237.575,493.425,731,12.3
925609,,,İSTANBUL,TEKİRDAĞ,ŞARKÖY,27.161013,40.712905,Çzbc3,Çzbc3,3,359,20,Güney,401,513600,4506900,Tekirdağ,Şarköy,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Koru,Açıklık Alan,Gevşek Kapalı,Orta Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,Orman,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Yok,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Yok,,,Yok,20,Çıplak,,Sertleşmiş,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,17-08-2022,2022,2,53.363,56.287,127.925,237.575,493.425,731,12.3
925611,,,İSTANBUL,TEKİRDAĞ,ŞARKÖY,27.160948,40.685878,KDA,KDA,0,443,10,Güney Batı,438,513600,4503900,Tekirdağ,Şarköy,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Bilinmiyor,Bozkır/Step,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilmeyen ,Açıklık Alan,Devlet Ormanı,Yok,,Koruma Amaçlı Önlem Yok,,Kadastro Dışı Ağaçlık Alan ,Yok,,,Yok,10,Örtülü,Yeşillenmiş,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,31-07-2023,2023,3,28.587,30.053,128.275,186.915,546.085,733,12.4
925613,83722,925613,İSTANBUL,TEKİRDAĞ,ŞARKÖY,27.16088262,40.65885234,OT-T,OT-T,0,559,39,Düzlük,143,513600,4500900,Tekirdağ,Şarköy,Akdeniz kiyi kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,İSKAN,Bilinmiyor,Statüsüz,,Orman Degil, ,2,İSKAN,İşletilmeyen ,Açıklık Alan,Özel,Yok,,-1,,Toprak Koruma,Yok,,,,,,Yok,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,06-08-2019,2019,4,27.768,29.192,124.6,181.56,530.44,712,13.4
925810,88520,925810,İSTANBUL,KIRKLARELİ,KOFÇAZ,27.20055651,42.03696614,Mbc3,Mbc3,3,79,9,Kuzey Batı,641,516600,4653900,Kırklareli,Kofçaz,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Sırt,Orman,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,Kaliteli ve Özellikli Odun Üretimi,Yok,,,,,,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,,"0,50",,ERGİN ÇAĞATAY ÇANKAYA,07-09-2020,2020,5,49.786,52.514,119.35,221.65,460.35,682,10.8
925812,88530,925812,İSTANBUL,KIRKLARELİ,GÜLBABA,27.20047161,42.00994641,OT,OT,0,52,7,Kuzey Batı,536,516600,4650900,Kırklareli,Kofçaz,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Taban,Ziraat,Ziraat,Statüsüz,,Orman Degil, ,1,MERA/ÇAYIR,İşletilmeyen ,Değişikyaşlı ve Düşey Kapalı,Özel Orman,Tek Katlı,,Koruma Amaçlı Önlem Yok,,Ağaçsız orman toprağı,Az,Heterojen,,Yok,5,Çıplak,,Yumuşak,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,16-12-2021,2021,1,26.598,27.962,119.35,173.91,508.09,682,10.8
925822,88680,925822,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.19921202,41.60463518,Z,Z,0,517,20,Doğu,109,516600,4605900,Kırklareli,Merkez,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Taban,Ziraat,Ziraat,Statüsüz,,,,,,İşletilmeyen ,Aynıyaşlı Maktalı,Özel Orman,Tek Katlı,,Koruma Amaçlı Önlem Yok,,Tarım arazisi ,Yok,,böğürtlen ve kuşburnu,Dere Vejetasyonu,,Örtülü,Yabanlaşmış,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,14-12-2021,2021,1,23.517,24.723,105.525,153.765,449.235,603,13.6
925828,,,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ ,27.199046,41.550592,Çkb3,Çkb3,3,1,4,Düzlük,139,516600,4599900,Kırklareli,Babaeski,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI,Normal Kapalı,Üst Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,2,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Yok,,,Yok,,Örtülü,Yeşillenmiş,,Yaprak,Saf İbreli,1,,,ERGİN ÇAĞATAY ÇANKAYA,09-08-2023,2023,3,44.165,46.585,105.875,196.625,408.375,605,13.6
925831,88710,925831,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ,27.19896318,41.52356949,BM,BM,0,34,5,Kuzey Batı,120,516600,4596900,Kırklareli,Babaeski,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman,ORMAN,1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,,2,,Kaliteli ve Özellikli Odun Üretimi,Az,Heterojen,,Yok,3,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,,"0,30",,ERGİN ÇAĞATAY ÇANKAYA,14-09-2019,2019,4,23.829,25.051,106.925,155.805,455.195,611,13.6
925837,88730,925837,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ ,27.19879786,41.46952506,Ma3,Ma3,3,46,4,Düzlük,122,516600,4590900,Kırklareli,Babaeski,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Gevşek Kapalı,Tepe,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Var,dikenli tel,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Heterojen,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Çürüntü Mul,Yapraklı + İbreli Karışık,1,,1,ERGİN ÇAĞATAY ÇANKAYA,15-12-2021,2021,1,44.603,47.047,106.925,198.575,412.425,611,13.7
925876,88860,925876,İSTANBUL,TEKİRDAĞ,MALKARA,27.19773416,41.11822383,Z,Z,0,753,8,Doğu,109,516600,4551900,Tekirdağ,Hayrabolu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Boşluklu Kapalı,Alt Yamaç,Orman,Orman,Statüsüz,,Orman Degil, ,2,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,,2,,Kadastro Dışı Ağaçlık Alan ,Az,Heterojen,,Yok,,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,,"0,50",,ERGİN ÇAĞATAY ÇANKAYA,05-08-2019,2019,4,25.311,26.609,113.575,165.495,483.505,649,13.2
925879,88870,925879,İSTANBUL,TEKİRDAĞ,MALKARA,27.19765311,41.09119976,MzGna3,MzGna3,4,736,12,Güney,160,516600,4548900,Tekirdağ,Hayrabolu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Alt Yamaç,Ziraat,Ziraat,Statüsüz,,Orman Degil, ,2,ZİRAAT,İşletilmeyen ,Açıklık Alan,Özel,Yok,A,-1,,Sosyal Baskılı Alanlar,Yok,,,,,,Yok,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,05-08-2020,2020,5,25.311,26.609,113.575,165.495,483.505,649,13.2
925885,,,İSTANBUL,TEKİRDAĞ,TEKİRDAĞ,27.197491,41.037151,OT,OT,0,545,10,Düzlük,190,516600,4542900,Tekirdağ,Süleymanpaşa,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Sırt,Bilinmiyor,Orman,Statüsüz,,,,,,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,,Koruma Amaçlı Önlem Yok,,Sosyal Baskılı Alanlar,Yok,,,Yok,5,Örtülü,Yeşillenmiş,,Yaprak,Saf Yapraklı,1,,1,ERGİN ÇAĞATAY ÇANKAYA,16-08-2022,2022,2,25.74,27.06,115.5,168.3,491.7,660,13.2
925901,,,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.197009,40.875003,MzGnb3,MzGnb3,4,194,4,Kuzey Batı,240,516600,4524900,Tekirdağ,Süleymanpaşa,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,İki Katlı,B,Koruma Amaçlı Önlem Yok,,Sosyal Baskılı Alanlar,Yok,,,Yok,,Örtülü,Yeşillenmiş,,Yaprak,Yapraklı Karışık,1,,,ERGİN ÇAĞATAY ÇANKAYA,30-07-2023,2023,3,50.151,52.899,120.225,223.275,463.725,687,12.9
925907,88980,925907,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.19676885,40.79392666,MzGna3,MzGna3,4,428,35,Kuzey,305,516600,4515900,Tekirdağ,Şarköy,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman,Orman,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Orta,Heterojen,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Çürüntü Mul,Yapraklı Karışık,1,,1,ERGİN ÇAĞATAY ÇANKAYA,08-01-2022,2021,1,51.1,53.9,122.5,227.5,472.5,700,12.9
